"id","Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Nivell_Educatiu","Edat","Sexe"
9336,2003,8,"Nou Barris",52,"la Prosperitat",474,"Sense estudis",13,0
9337,2003,8,"Nou Barris",52,"la Prosperitat",341,"Sense estudis",13,1
9338,2003,8,"Nou Barris",52,"la Prosperitat",461,"Sense estudis",14,0
9339,2003,8,"Nou Barris",52,"la Prosperitat",244,"Sense estudis",14,1
9340,2003,8,"Nou Barris",52,"la Prosperitat",336,"Sense estudis",15,0
9341,2003,8,"Nou Barris",52,"la Prosperitat",144,"Sense estudis",15,1
9342,2003,8,"Nou Barris",52,"la Prosperitat",191,"Sense estudis",16,0
9343,2003,8,"Nou Barris",52,"la Prosperitat",40,"Sense estudis",16,1
9344,2003,8,"Nou Barris",52,"la Prosperitat",70,"Sense estudis",17,0
9345,2003,8,"Nou Barris",52,"la Prosperitat",497,"Sense estudis",17,1
9346,2003,8,"Nou Barris",52,"la Prosperitat",506,"Sense estudis",18,0
9347,2003,8,"Nou Barris",52,"la Prosperitat",124,"Sense estudis",18,1
9348,2003,8,"Nou Barris",52,"la Prosperitat",32,"Sense estudis",19,0
9349,2003,8,"Nou Barris",52,"la Prosperitat",1,"Sense estudis",19,1
9350,2003,8,"Nou Barris",52,"la Prosperitat",201,"Estudis primaris o EGB",3,0
9351,2003,8,"Nou Barris",52,"la Prosperitat",201,"Estudis primaris o EGB",3,1
9352,2003,8,"Nou Barris",52,"la Prosperitat",22,"Estudis primaris o EGB",4,0
9353,2003,8,"Nou Barris",52,"la Prosperitat",50,"Estudis primaris o EGB",4,1
9354,2003,8,"Nou Barris",52,"la Prosperitat",48,"Estudis primaris o EGB",5,0
9355,2003,8,"Nou Barris",52,"la Prosperitat",101,"Estudis primaris o EGB",5,1
9356,2003,8,"Nou Barris",52,"la Prosperitat",28,"Estudis primaris o EGB",6,0
9357,2003,8,"Nou Barris",52,"la Prosperitat",75,"Estudis primaris o EGB",6,1
9358,2003,8,"Nou Barris",52,"la Prosperitat",39,"Estudis primaris o EGB",7,0
9359,2003,8,"Nou Barris",52,"la Prosperitat",88,"Estudis primaris o EGB",7,1
9360,2003,8,"Nou Barris",52,"la Prosperitat",147,"Estudis primaris o EGB",8,0
9361,2003,8,"Nou Barris",52,"la Prosperitat",114,"Estudis primaris o EGB",8,1
9362,2003,8,"Nou Barris",52,"la Prosperitat",240,"Estudis primaris o EGB",9,0
9363,2003,8,"Nou Barris",52,"la Prosperitat",202,"Estudis primaris o EGB",9,1
9364,2003,8,"Nou Barris",52,"la Prosperitat",316,"Estudis primaris o EGB",10,0
9365,2003,8,"Nou Barris",52,"la Prosperitat",246,"Estudis primaris o EGB",10,1
9366,2003,8,"Nou Barris",52,"la Prosperitat",426,"Estudis primaris o EGB",11,0
9367,2003,8,"Nou Barris",52,"la Prosperitat",357,"Estudis primaris o EGB",11,1
9368,2003,8,"Nou Barris",52,"la Prosperitat",316,"Estudis primaris o EGB",12,0
9369,2003,8,"Nou Barris",52,"la Prosperitat",265,"Estudis primaris o EGB",12,1
9370,2003,8,"Nou Barris",52,"la Prosperitat",264,"Estudis primaris o EGB",13,0
9371,2003,8,"Nou Barris",52,"la Prosperitat",293,"Estudis primaris o EGB",13,1
9372,2003,8,"Nou Barris",52,"la Prosperitat",164,"Estudis primaris o EGB",14,0
9373,2003,8,"Nou Barris",52,"la Prosperitat",192,"Estudis primaris o EGB",14,1
9374,2003,8,"Nou Barris",52,"la Prosperitat",101,"Estudis primaris o EGB",15,0
9375,2003,8,"Nou Barris",52,"la Prosperitat",77,"Estudis primaris o EGB",15,1
9376,2003,8,"Nou Barris",52,"la Prosperitat",22,"Estudis primaris o EGB",16,0
9377,2003,8,"Nou Barris",52,"la Prosperitat",680,"Estudis primaris o EGB",16,1
9378,2003,8,"Nou Barris",52,"la Prosperitat",420,"Estudis primaris o EGB",17,0
9379,2003,8,"Nou Barris",52,"la Prosperitat",256,"Estudis primaris o EGB",17,1
9380,2003,8,"Nou Barris",52,"la Prosperitat",32,"Estudis primaris o EGB",18,0
9381,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis primaris o EGB",18,1
9382,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis primaris o EGB",19,0
9383,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis primaris o EGB",19,1
9384,2003,8,"Nou Barris",52,"la Prosperitat",65,"ESO o CFGB",3,0
9385,2003,8,"Nou Barris",52,"la Prosperitat",108,"ESO o CFGB",3,1
9386,2003,8,"Nou Barris",52,"la Prosperitat",178,"ESO o CFGB",4,0
9387,2003,8,"Nou Barris",52,"la Prosperitat",252,"ESO o CFGB",4,1
9388,2003,8,"Nou Barris",52,"la Prosperitat",324,"ESO o CFGB",5,0
9389,2003,8,"Nou Barris",52,"la Prosperitat",457,"ESO o CFGB",5,1
9390,2003,8,"Nou Barris",52,"la Prosperitat",341,"ESO o CFGB",6,0
9391,2003,8,"Nou Barris",52,"la Prosperitat",429,"ESO o CFGB",6,1
9392,2003,8,"Nou Barris",52,"la Prosperitat",307,"ESO o CFGB",7,0
9393,2003,8,"Nou Barris",52,"la Prosperitat",380,"ESO o CFGB",7,1
9394,2003,8,"Nou Barris",52,"la Prosperitat",268,"ESO o CFGB",8,0
9395,2003,8,"Nou Barris",52,"la Prosperitat",249,"ESO o CFGB",8,1
9396,2003,8,"Nou Barris",52,"la Prosperitat",152,"ESO o CFGB",9,0
9397,2003,8,"Nou Barris",52,"la Prosperitat",161,"ESO o CFGB",9,1
9398,2003,8,"Nou Barris",52,"la Prosperitat",143,"ESO o CFGB",10,0
9399,2003,8,"Nou Barris",52,"la Prosperitat",104,"ESO o CFGB",10,1
9400,2003,8,"Nou Barris",52,"la Prosperitat",148,"ESO o CFGB",11,0
9401,2003,8,"Nou Barris",52,"la Prosperitat",133,"ESO o CFGB",11,1
9402,2003,8,"Nou Barris",52,"la Prosperitat",39,"ESO o CFGB",12,0
9403,2003,8,"Nou Barris",52,"la Prosperitat",68,"ESO o CFGB",12,1
9404,2003,8,"Nou Barris",52,"la Prosperitat",16,"ESO o CFGB",13,0
9405,2003,8,"Nou Barris",52,"la Prosperitat",27,"ESO o CFGB",13,1
9406,2003,8,"Nou Barris",52,"la Prosperitat",333,"ESO o CFGB",14,0
9407,2003,8,"Nou Barris",52,"la Prosperitat",577,"ESO o CFGB",14,1
9408,2003,8,"Nou Barris",52,"la Prosperitat",201,"ESO o CFGB",15,0
9409,2003,8,"Nou Barris",52,"la Prosperitat",245,"ESO o CFGB",15,1
9410,2003,8,"Nou Barris",52,"la Prosperitat",660,"ESO o CFGB",16,0
9411,2003,8,"Nou Barris",52,"la Prosperitat",47,"ESO o CFGB",16,1
9412,2003,8,"Nou Barris",52,"la Prosperitat",1,"ESO o CFGB",17,0
9413,2003,8,"Nou Barris",52,"la Prosperitat",450,"ESO o CFGB",17,1
9414,2003,8,"Nou Barris",52,"la Prosperitat",1,"ESO o CFGB",18,0
9415,2003,8,"Nou Barris",52,"la Prosperitat",1,"ESO o CFGB",18,1
9416,2003,8,"Nou Barris",52,"la Prosperitat",640,"Batxillerat, BUP, COU o CFGM",3,0
9417,2003,8,"Nou Barris",52,"la Prosperitat",528,"Batxillerat, BUP, COU o CFGM",3,1
9418,2003,8,"Nou Barris",52,"la Prosperitat",319,"Batxillerat, BUP, COU o CFGM",4,0
9419,2003,8,"Nou Barris",52,"la Prosperitat",215,"Batxillerat, BUP, COU o CFGM",4,1
9420,2003,8,"Nou Barris",52,"la Prosperitat",509,"Batxillerat, BUP, COU o CFGM",5,0
9421,2003,8,"Nou Barris",52,"la Prosperitat",481,"Batxillerat, BUP, COU o CFGM",5,1
9422,2003,8,"Nou Barris",52,"la Prosperitat",325,"Batxillerat, BUP, COU o CFGM",6,0
9423,2003,8,"Nou Barris",52,"la Prosperitat",360,"Batxillerat, BUP, COU o CFGM",6,1
9424,2003,8,"Nou Barris",52,"la Prosperitat",305,"Batxillerat, BUP, COU o CFGM",7,0
9425,2003,8,"Nou Barris",52,"la Prosperitat",307,"Batxillerat, BUP, COU o CFGM",7,1
9426,2003,8,"Nou Barris",52,"la Prosperitat",104,"Batxillerat, BUP, COU o CFGM",8,0
9427,2003,8,"Nou Barris",52,"la Prosperitat",174,"Batxillerat, BUP, COU o CFGM",8,1
9428,2003,8,"Nou Barris",52,"la Prosperitat",716,"Batxillerat, BUP, COU o CFGM",9,0
9429,2003,8,"Nou Barris",52,"la Prosperitat",61,"Batxillerat, BUP, COU o CFGM",9,1
9430,2003,8,"Nou Barris",52,"la Prosperitat",506,"Batxillerat, BUP, COU o CFGM",10,0
9431,2003,8,"Nou Barris",52,"la Prosperitat",723,"Batxillerat, BUP, COU o CFGM",10,1
9432,2003,8,"Nou Barris",52,"la Prosperitat",212,"Batxillerat, BUP, COU o CFGM",11,0
9433,2003,8,"Nou Barris",52,"la Prosperitat",714,"Batxillerat, BUP, COU o CFGM",11,1
9434,2003,8,"Nou Barris",52,"la Prosperitat",135,"Batxillerat, BUP, COU o CFGM",12,0
9435,2003,8,"Nou Barris",52,"la Prosperitat",596,"Batxillerat, BUP, COU o CFGM",12,1
9436,2003,8,"Nou Barris",52,"la Prosperitat",704,"Batxillerat, BUP, COU o CFGM",13,0
9437,2003,8,"Nou Barris",52,"la Prosperitat",430,"Batxillerat, BUP, COU o CFGM",13,1
9438,2003,8,"Nou Barris",52,"la Prosperitat",2,"Batxillerat, BUP, COU o CFGM",14,0
9439,2003,8,"Nou Barris",52,"la Prosperitat",157,"Batxillerat, BUP, COU o CFGM",14,1
9440,2003,8,"Nou Barris",52,"la Prosperitat",450,"Batxillerat, BUP, COU o CFGM",15,0
9441,2003,8,"Nou Barris",52,"la Prosperitat",69,"Batxillerat, BUP, COU o CFGM",15,1
9442,2003,8,"Nou Barris",52,"la Prosperitat",1,"Batxillerat, BUP, COU o CFGM",16,0
9443,2003,8,"Nou Barris",52,"la Prosperitat",2,"Batxillerat, BUP, COU o CFGM",16,1
9444,2003,8,"Nou Barris",52,"la Prosperitat",1,"Batxillerat, BUP, COU o CFGM",17,0
9445,2003,8,"Nou Barris",52,"la Prosperitat",1,"Batxillerat, BUP, COU o CFGM",17,1
9446,2003,8,"Nou Barris",52,"la Prosperitat",1,"Batxillerat, BUP, COU o CFGM",18,1
9447,2003,8,"Nou Barris",52,"la Prosperitat",322,"Estudis universitaris o CFGS",3,0
9448,2003,8,"Nou Barris",52,"la Prosperitat",113,"Estudis universitaris o CFGS",3,1
9449,2003,8,"Nou Barris",52,"la Prosperitat",711,"Estudis universitaris o CFGS",4,0
9450,2003,8,"Nou Barris",52,"la Prosperitat",497,"Estudis universitaris o CFGS",4,1
9451,2003,8,"Nou Barris",52,"la Prosperitat",100,"Estudis universitaris o CFGS",5,0
9452,2003,8,"Nou Barris",52,"la Prosperitat",17,"Estudis universitaris o CFGS",5,1
9453,2003,8,"Nou Barris",52,"la Prosperitat",94,"Estudis universitaris o CFGS",6,0
9454,2003,8,"Nou Barris",52,"la Prosperitat",40,"Estudis universitaris o CFGS",6,1
9455,2003,8,"Nou Barris",52,"la Prosperitat",57,"Estudis universitaris o CFGS",7,0
9456,2003,8,"Nou Barris",52,"la Prosperitat",15,"Estudis universitaris o CFGS",7,1
9457,2003,8,"Nou Barris",52,"la Prosperitat",714,"Estudis universitaris o CFGS",8,0
9458,2003,8,"Nou Barris",52,"la Prosperitat",661,"Estudis universitaris o CFGS",8,1
9459,2003,8,"Nou Barris",52,"la Prosperitat",568,"Estudis universitaris o CFGS",9,0
9460,2003,8,"Nou Barris",52,"la Prosperitat",472,"Estudis universitaris o CFGS",9,1
9461,2003,8,"Nou Barris",52,"la Prosperitat",146,"Estudis universitaris o CFGS",10,0
9462,2003,8,"Nou Barris",52,"la Prosperitat",256,"Estudis universitaris o CFGS",10,1
9463,2003,8,"Nou Barris",52,"la Prosperitat",124,"Estudis universitaris o CFGS",11,0
9464,2003,8,"Nou Barris",52,"la Prosperitat",190,"Estudis universitaris o CFGS",11,1
9465,2003,8,"Nou Barris",52,"la Prosperitat",69,"Estudis universitaris o CFGS",12,0
9466,2003,8,"Nou Barris",52,"la Prosperitat",91,"Estudis universitaris o CFGS",12,1
9467,2003,8,"Nou Barris",52,"la Prosperitat",19,"Estudis universitaris o CFGS",13,0
9468,2003,8,"Nou Barris",52,"la Prosperitat",2,"Estudis universitaris o CFGS",13,1
9469,2003,8,"Nou Barris",52,"la Prosperitat",19,"Estudis universitaris o CFGS",14,0
9470,2003,8,"Nou Barris",52,"la Prosperitat",602,"Estudis universitaris o CFGS",14,1
9471,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis universitaris o CFGS",15,0
9472,2003,8,"Nou Barris",52,"la Prosperitat",450,"Estudis universitaris o CFGS",15,1
9473,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis universitaris o CFGS",16,1
9474,2003,8,"Nou Barris",52,"la Prosperitat",1,"Estudis universitaris o CFGS",18,0
9492,2003,8,"Nou Barris",53,"la Trinitat Nova",69,"Sense estudis",3,0
9493,2003,8,"Nou Barris",53,"la Trinitat Nova",102,"Sense estudis",3,1
9494,2003,8,"Nou Barris",53,"la Trinitat Nova",80,"Sense estudis",4,0
9495,2003,8,"Nou Barris",53,"la Trinitat Nova",2,"Sense estudis",4,1
9496,2003,8,"Nou Barris",53,"la Trinitat Nova",91,"Sense estudis",5,0
9497,2003,8,"Nou Barris",53,"la Trinitat Nova",113,"Sense estudis",5,1
9498,2003,8,"Nou Barris",53,"la Trinitat Nova",660,"Sense estudis",6,0
9499,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Sense estudis",6,1
9500,2003,8,"Nou Barris",53,"la Trinitat Nova",91,"Sense estudis",7,0
9501,2003,8,"Nou Barris",53,"la Trinitat Nova",32,"Sense estudis",7,1
9502,2003,8,"Nou Barris",53,"la Trinitat Nova",146,"Sense estudis",8,0
9503,2003,8,"Nou Barris",53,"la Trinitat Nova",704,"Sense estudis",8,1
9504,2003,8,"Nou Barris",53,"la Trinitat Nova",223,"Sense estudis",9,0
9505,2003,8,"Nou Barris",53,"la Trinitat Nova",168,"Sense estudis",9,1
9506,2003,8,"Nou Barris",53,"la Trinitat Nova",289,"Sense estudis",10,0
9507,2003,8,"Nou Barris",53,"la Trinitat Nova",267,"Sense estudis",10,1
9508,2003,8,"Nou Barris",53,"la Trinitat Nova",513,"Sense estudis",11,0
9509,2003,8,"Nou Barris",53,"la Trinitat Nova",387,"Sense estudis",11,1
9510,2003,8,"Nou Barris",53,"la Trinitat Nova",611,"Sense estudis",12,0
9511,2003,8,"Nou Barris",53,"la Trinitat Nova",190,"Sense estudis",12,1
9512,2003,8,"Nou Barris",53,"la Trinitat Nova",64,"Sense estudis",13,0
9513,2003,8,"Nou Barris",53,"la Trinitat Nova",623,"Sense estudis",13,1
9514,2003,8,"Nou Barris",53,"la Trinitat Nova",184,"Sense estudis",14,0
9515,2003,8,"Nou Barris",53,"la Trinitat Nova",718,"Sense estudis",14,1
9516,2003,8,"Nou Barris",53,"la Trinitat Nova",161,"Sense estudis",15,0
9517,2003,8,"Nou Barris",53,"la Trinitat Nova",721,"Sense estudis",15,1
9518,2003,8,"Nou Barris",53,"la Trinitat Nova",104,"Sense estudis",16,0
9519,2003,8,"Nou Barris",53,"la Trinitat Nova",528,"Sense estudis",16,1
9520,2003,8,"Nou Barris",53,"la Trinitat Nova",688,"Sense estudis",17,0
9521,2003,8,"Nou Barris",53,"la Trinitat Nova",179,"Sense estudis",17,1
9522,2003,8,"Nou Barris",53,"la Trinitat Nova",256,"Sense estudis",18,0
9523,2003,8,"Nou Barris",53,"la Trinitat Nova",602,"Sense estudis",18,1
9524,2003,8,"Nou Barris",53,"la Trinitat Nova",450,"Sense estudis",19,0
9525,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Sense estudis",19,1
9526,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Sense estudis",20,0
9527,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Sense estudis",20,1
9528,2003,8,"Nou Barris",53,"la Trinitat Nova",660,"Estudis primaris o EGB",3,0
9529,2003,8,"Nou Barris",53,"la Trinitat Nova",58,"Estudis primaris o EGB",3,1
9530,2003,8,"Nou Barris",53,"la Trinitat Nova",376,"Estudis primaris o EGB",4,0
9531,2003,8,"Nou Barris",53,"la Trinitat Nova",545,"Estudis primaris o EGB",4,1
9532,2003,8,"Nou Barris",53,"la Trinitat Nova",513,"Estudis primaris o EGB",5,0
9533,2003,8,"Nou Barris",53,"la Trinitat Nova",705,"Estudis primaris o EGB",5,1
9534,2003,8,"Nou Barris",53,"la Trinitat Nova",462,"Estudis primaris o EGB",6,0
9535,2003,8,"Nou Barris",53,"la Trinitat Nova",667,"Estudis primaris o EGB",6,1
9536,2003,8,"Nou Barris",53,"la Trinitat Nova",603,"Estudis primaris o EGB",7,0
9537,2003,8,"Nou Barris",53,"la Trinitat Nova",653,"Estudis primaris o EGB",7,1
9538,2003,8,"Nou Barris",53,"la Trinitat Nova",714,"Estudis primaris o EGB",8,0
9539,2003,8,"Nou Barris",53,"la Trinitat Nova",721,"Estudis primaris o EGB",8,1
9540,2003,8,"Nou Barris",53,"la Trinitat Nova",718,"Estudis primaris o EGB",9,0
9541,2003,8,"Nou Barris",53,"la Trinitat Nova",33,"Estudis primaris o EGB",9,1
9542,2003,8,"Nou Barris",53,"la Trinitat Nova",661,"Estudis primaris o EGB",10,0
9543,2003,8,"Nou Barris",53,"la Trinitat Nova",708,"Estudis primaris o EGB",10,1
9544,2003,8,"Nou Barris",53,"la Trinitat Nova",640,"Estudis primaris o EGB",11,0
9545,2003,8,"Nou Barris",53,"la Trinitat Nova",676,"Estudis primaris o EGB",11,1
9546,2003,8,"Nou Barris",53,"la Trinitat Nova",462,"Estudis primaris o EGB",12,0
9547,2003,8,"Nou Barris",53,"la Trinitat Nova",574,"Estudis primaris o EGB",12,1
9548,2003,8,"Nou Barris",53,"la Trinitat Nova",692,"Estudis primaris o EGB",13,0
9549,2003,8,"Nou Barris",53,"la Trinitat Nova",528,"Estudis primaris o EGB",13,1
9550,2003,8,"Nou Barris",53,"la Trinitat Nova",49,"Estudis primaris o EGB",14,0
9551,2003,8,"Nou Barris",53,"la Trinitat Nova",667,"Estudis primaris o EGB",14,1
9552,2003,8,"Nou Barris",53,"la Trinitat Nova",10,"Estudis primaris o EGB",15,0
9553,2003,8,"Nou Barris",53,"la Trinitat Nova",702,"Estudis primaris o EGB",15,1
9554,2003,8,"Nou Barris",53,"la Trinitat Nova",596,"Estudis primaris o EGB",16,0
9555,2003,8,"Nou Barris",53,"la Trinitat Nova",462,"Estudis primaris o EGB",16,1
9556,2003,8,"Nou Barris",53,"la Trinitat Nova",201,"Estudis primaris o EGB",17,0
9557,2003,8,"Nou Barris",53,"la Trinitat Nova",69,"Estudis primaris o EGB",17,1
9558,2003,8,"Nou Barris",53,"la Trinitat Nova",602,"Estudis primaris o EGB",18,0
9559,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis primaris o EGB",18,1
9560,2003,8,"Nou Barris",53,"la Trinitat Nova",365,"ESO o CFGB",3,0
9561,2003,8,"Nou Barris",53,"la Trinitat Nova",190,"ESO o CFGB",3,1
9562,2003,8,"Nou Barris",53,"la Trinitat Nova",702,"ESO o CFGB",4,0
9563,2003,8,"Nou Barris",53,"la Trinitat Nova",11,"ESO o CFGB",4,1
9564,2003,8,"Nou Barris",53,"la Trinitat Nova",28,"ESO o CFGB",5,0
9565,2003,8,"Nou Barris",53,"la Trinitat Nova",52,"ESO o CFGB",5,1
9566,2003,8,"Nou Barris",53,"la Trinitat Nova",51,"ESO o CFGB",6,0
9567,2003,8,"Nou Barris",53,"la Trinitat Nova",51,"ESO o CFGB",6,1
9568,2003,8,"Nou Barris",53,"la Trinitat Nova",723,"ESO o CFGB",7,0
9569,2003,8,"Nou Barris",53,"la Trinitat Nova",52,"ESO o CFGB",7,1
9570,2003,8,"Nou Barris",53,"la Trinitat Nova",676,"ESO o CFGB",8,0
9571,2003,8,"Nou Barris",53,"la Trinitat Nova",723,"ESO o CFGB",8,1
9572,2003,8,"Nou Barris",53,"la Trinitat Nova",577,"ESO o CFGB",9,0
9573,2003,8,"Nou Barris",53,"la Trinitat Nova",462,"ESO o CFGB",9,1
9574,2003,8,"Nou Barris",53,"la Trinitat Nova",311,"ESO o CFGB",10,0
9575,2003,8,"Nou Barris",53,"la Trinitat Nova",490,"ESO o CFGB",10,1
9576,2003,8,"Nou Barris",53,"la Trinitat Nova",157,"ESO o CFGB",11,0
9577,2003,8,"Nou Barris",53,"la Trinitat Nova",267,"ESO o CFGB",11,1
9578,2003,8,"Nou Barris",53,"la Trinitat Nova",91,"ESO o CFGB",12,0
9579,2003,8,"Nou Barris",53,"la Trinitat Nova",113,"ESO o CFGB",12,1
9580,2003,8,"Nou Barris",53,"la Trinitat Nova",80,"ESO o CFGB",13,0
9581,2003,8,"Nou Barris",53,"la Trinitat Nova",69,"ESO o CFGB",13,1
9582,2003,8,"Nou Barris",53,"la Trinitat Nova",69,"ESO o CFGB",14,0
9583,2003,8,"Nou Barris",53,"la Trinitat Nova",179,"ESO o CFGB",14,1
9584,2003,8,"Nou Barris",53,"la Trinitat Nova",102,"ESO o CFGB",15,0
9585,2003,8,"Nou Barris",53,"la Trinitat Nova",113,"ESO o CFGB",15,1
9586,2003,8,"Nou Barris",53,"la Trinitat Nova",58,"ESO o CFGB",16,0
9587,2003,8,"Nou Barris",53,"la Trinitat Nova",704,"ESO o CFGB",16,1
9588,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"ESO o CFGB",17,0
9589,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"ESO o CFGB",18,0
9590,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"ESO o CFGB",19,0
9591,2003,8,"Nou Barris",53,"la Trinitat Nova",58,"Batxillerat, BUP, COU o CFGM",3,0
9592,2003,8,"Nou Barris",53,"la Trinitat Nova",2,"Batxillerat, BUP, COU o CFGM",3,1
9593,2003,8,"Nou Barris",53,"la Trinitat Nova",482,"Batxillerat, BUP, COU o CFGM",4,0
9594,2003,8,"Nou Barris",53,"la Trinitat Nova",355,"Batxillerat, BUP, COU o CFGM",4,1
9595,2003,8,"Nou Barris",53,"la Trinitat Nova",676,"Batxillerat, BUP, COU o CFGM",5,0
9596,2003,8,"Nou Barris",53,"la Trinitat Nova",683,"Batxillerat, BUP, COU o CFGM",5,1
9597,2003,8,"Nou Barris",53,"la Trinitat Nova",596,"Batxillerat, BUP, COU o CFGM",6,0
9598,2003,8,"Nou Barris",53,"la Trinitat Nova",634,"Batxillerat, BUP, COU o CFGM",6,1
9599,2003,8,"Nou Barris",53,"la Trinitat Nova",616,"Batxillerat, BUP, COU o CFGM",7,0
9600,2003,8,"Nou Barris",53,"la Trinitat Nova",616,"Batxillerat, BUP, COU o CFGM",7,1
9601,2003,8,"Nou Barris",53,"la Trinitat Nova",322,"Batxillerat, BUP, COU o CFGM",8,0
9602,2003,8,"Nou Barris",53,"la Trinitat Nova",439,"Batxillerat, BUP, COU o CFGM",8,1
9603,2003,8,"Nou Barris",53,"la Trinitat Nova",234,"Batxillerat, BUP, COU o CFGM",9,0
9604,2003,8,"Nou Barris",53,"la Trinitat Nova",300,"Batxillerat, BUP, COU o CFGM",9,1
9605,2003,8,"Nou Barris",53,"la Trinitat Nova",47,"Batxillerat, BUP, COU o CFGM",10,0
9606,2003,8,"Nou Barris",53,"la Trinitat Nova",245,"Batxillerat, BUP, COU o CFGM",10,1
9607,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",11,0
9608,2003,8,"Nou Barris",53,"la Trinitat Nova",19,"Batxillerat, BUP, COU o CFGM",11,1
9609,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",12,0
9610,2003,8,"Nou Barris",53,"la Trinitat Nova",450,"Batxillerat, BUP, COU o CFGM",12,1
9611,2003,8,"Nou Barris",53,"la Trinitat Nova",450,"Batxillerat, BUP, COU o CFGM",13,0
9612,2003,8,"Nou Barris",53,"la Trinitat Nova",602,"Batxillerat, BUP, COU o CFGM",13,1
9613,2003,8,"Nou Barris",53,"la Trinitat Nova",537,"Batxillerat, BUP, COU o CFGM",14,0
9614,2003,8,"Nou Barris",53,"la Trinitat Nova",32,"Batxillerat, BUP, COU o CFGM",14,1
9615,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",15,0
9616,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",15,1
9617,2003,8,"Nou Barris",53,"la Trinitat Nova",537,"Batxillerat, BUP, COU o CFGM",16,1
9618,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",17,1
9619,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Batxillerat, BUP, COU o CFGM",18,1
9620,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",3,0
9621,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",3,1
9622,2003,8,"Nou Barris",53,"la Trinitat Nova",32,"Estudis universitaris o CFGS",4,0
9623,2003,8,"Nou Barris",53,"la Trinitat Nova",450,"Estudis universitaris o CFGS",4,1
9624,2003,8,"Nou Barris",53,"la Trinitat Nova",113,"Estudis universitaris o CFGS",5,0
9625,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",5,1
9626,2003,8,"Nou Barris",53,"la Trinitat Nova",113,"Estudis universitaris o CFGS",6,0
9627,2003,8,"Nou Barris",53,"la Trinitat Nova",80,"Estudis universitaris o CFGS",6,1
9628,2003,8,"Nou Barris",53,"la Trinitat Nova",168,"Estudis universitaris o CFGS",7,0
9629,2003,8,"Nou Barris",53,"la Trinitat Nova",69,"Estudis universitaris o CFGS",7,1
9630,2003,8,"Nou Barris",53,"la Trinitat Nova",91,"Estudis universitaris o CFGS",8,0
9631,2003,8,"Nou Barris",53,"la Trinitat Nova",47,"Estudis universitaris o CFGS",8,1
9632,2003,8,"Nou Barris",53,"la Trinitat Nova",704,"Estudis universitaris o CFGS",9,0
9633,2003,8,"Nou Barris",53,"la Trinitat Nova",47,"Estudis universitaris o CFGS",9,1
9634,2003,8,"Nou Barris",53,"la Trinitat Nova",602,"Estudis universitaris o CFGS",10,0
9635,2003,8,"Nou Barris",53,"la Trinitat Nova",450,"Estudis universitaris o CFGS",10,1
9636,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",11,0
9637,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",11,1
9638,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",12,0
9639,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",12,1
9640,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",13,1
9641,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",14,0
9642,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",14,1
9643,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",15,0
9644,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",15,1
9645,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",16,0
9646,2003,8,"Nou Barris",53,"la Trinitat Nova",1,"Estudis universitaris o CFGS",16,1
